,Reacher-v10_seed_0,Reacher-v20_seed_0,Reacher-v30_seed_0,Reacher-v40_seed_0,Reacher-v50_seed_0,Reacher-v10_seed_1,Reacher-v20_seed_1,Reacher-v30_seed_1,Reacher-v40_seed_1,Reacher-v50_seed_1,Reacher-v10_seed_2,Reacher-v20_seed_2,Reacher-v30_seed_2,Reacher-v40_seed_2,Reacher-v50_seed_2
540,-56.90429,-79.26529,-106.905334,-102.83691,-112.171745,-57.16593,-73.90622,-133.9989,-107.23348,-99.376434,-50.56489,-57.680355,-125.01996,-115.97234,-123.55488
541,-41.02474,-64.44475,-77.13016,-125.935005,-117.08764,-17.504993,-115.78062,-184.39378,-166.24133,-102.573616,-35.4763,-68.10112,-78.66671,-78.094284,-135.33275
542,-51.625896,-90.490776,-104.34229,-151.06703,-66.36587,-76.57358,-87.07003,-69.98783,-167.42969,-202.75732,-46.53486,-46.112427,-134.50699,-120.926926,-126.32708
543,-66.28709,-52.23295,-63.612713,-77.77469,-83.9228,-46.979492,-68.395325,-152.85873,-105.74421,-123.673325,-41.330086,-68.07075,-83.80808,-82.30169,-90.94235
544,-49.839962,-87.49376,-74.42266,-118.5873,-92.60696,-59.42395,-89.0626,-109.05592,-94.13543,-132.34708,-57.315723,-45.205387,-112.31698,-145.19766,-92.548965
545,-44.13239,-76.189255,-66.450134,-71.016594,-113.96801,-49.087627,-90.1317,-129.11452,-163.12321,-87.6035,-46.7252,-80.746086,-74.694725,-100.17165,-108.891335
546,-42.81298,-69.02437,-59.656925,-81.09963,-106.29915,-50.44305,-134.49731,-232.90263,-132.74455,-100.16004,-51.90257,-92.20212,-79.67438,-166.36832,-112.66986
547,-68.181816,-81.552635,-94.834366,-76.96505,-175.66156,-73.65978,-117.8682,-80.90863,-149.0369,-112.26939,-54.16748,-98.07543,-64.726006,-152.98471,-142.01845
548,-39.51594,-81.77492,-148.61237,-64.08126,-150.99132,-16.398146,-127.2721,-83.287125,-129.22627,-95.03486,-61.60591,-63.715878,-99.28878,-140.01337,-115.26151
549,-44.79288,-81.97281,-44.5912,-78.08975,-198.09018,-17.201448,-57.86182,-116.51923,-169.695,-161.64655,-61.545227,-56.569214,-113.59772,-64.52961,-125.37784
550,-64.78398,-49.740726,-84.82465,-123.08794,-90.22732,-51.089756,-58.47169,-157.13419,-159.473,-114.098335,-54.97362,-47.65915,-62.36062,-88.90416,-117.05691
551,-62.838535,-43.480206,-132.3215,-71.106705,-95.72374,-50.24487,-53.23963,-126.40903,-104.83667,-170.7299,-64.21458,-77.433334,-76.80778,-71.284904,-104.58476
552,-53.61493,-87.42348,-88.31545,-113.1435,-125.483795,-38.71267,-89.88229,-141.95276,-109.821396,-204.00035,-64.22632,-67.969536,-64.88185,-104.29925,-84.483055
553,-65.61409,-88.95395,-96.33719,-137.74655,-137.1168,-28.27449,-102.08928,-244.20772,-219.6854,-155.74747,-66.12341,-66.848694,-135.3372,-65.24134,-153.60509
554,-52.441532,-89.42169,-87.453926,-64.77521,-117.28374,-54.735756,-46.39582,-135.8145,-98.1896,-127.02282,-65.15217,-87.4338,-96.65225,-71.782295,-94.10112
555,-62.419262,-66.90827,-87.61669,-81.07387,-67.3317,-53.73033,-156.6445,-124.32536,-173.56407,-128.11981,-58.857983,-75.81788,-68.76485,-84.47414,-109.42471
556,-39.143585,-88.13746,-50.430847,-100.05971,-143.9199,-51.226994,-112.37897,-170.6738,-183.01967,-204.07524,-46.04237,-85.99772,-129.12724,-97.25782,-136.6558
557,-59.743797,-89.57899,-76.66706,-169.18169,-121.070625,-50.13181,-80.75215,-136.76326,-96.37793,-162.45514,-43.310917,-46.465324,-70.10238,-134.64372,-97.15292
558,-48.811134,-60.680904,-121.954414,-84.81539,-118.429245,-31.226387,-133.02748,-209.10818,-106.29247,-182.90555,-62.468967,-63.822395,-111.55394,-107.09474,-124.94458
559,-53.563995,-92.51815,-82.623215,-72.01307,-149.5679,-39.3538,-25.796806,-121.00491,-122.23842,-204.32373,-59.95031,-49.445496,-58.391666,-103.89958,-123.51635
560,-42.956104,-53.979168,-62.503605,-112.09779,-155.27345,-70.38705,-113.790375,-127.92487,-121.88666,-186.14589,-63.050594,-74.51559,-71.01383,-113.92735,-110.47473
561,-43.650917,-86.92411,-102.579025,-134.30222,-128.44246,-58.541607,-149.29619,-154.05823,-161.63739,-178.90358,-52.737087,-99.66147,-142.84784,-107.99665,-111.03843
562,-53.06317,-62.265884,-130.32751,-106.4578,-71.00071,-31.21783,-53.29849,-109.56877,-162.3693,-122.23216,-58.867165,-45.090076,-135.6607,-132.24771,-95.577
563,-60.813915,-72.062775,-109.43518,-81.45646,-75.60446,-49.86775,-68.40937,-88.528946,-142.81786,-168.23352,-37.50394,-83.6248,-68.13594,-90.15513,-92.003075
564,-50.389732,-99.15626,-94.34832,-142.62263,-78.72173,-66.66461,-146.23055,-75.50645,-115.060455,-169.85912,-55.462498,-57.824287,-87.28639,-90.30669,-136.871
565,-38.397182,-93.77401,-76.07868,-59.612404,-149.53752,-37.636463,-80.30978,-220.96213,-131.09253,-158.36903,-58.94924,-70.406166,-86.98496,-149.10689,-83.84821
566,-54.158543,-37.056374,-78.688934,-128.94212,-142.32501,-49.830467,-115.15917,-173.71236,-194.96338,-104.158295,-51.89503,-98.31726,-139.80643,-88.942825,-87.55707
567,-45.750896,-76.17727,-87.55671,-53.294025,-74.009766,-57.905624,-105.56038,-140.92308,-172.43416,-227.14626,-45.16288,-87.030365,-80.11881,-118.93877,-76.940636
568,-62.09139,-34.862064,-114.759544,-61.42352,-65.76538,-46.706924,-82.58006,-151.33865,-143.69722,-113.56555,-38.00826,-88.442024,-81.67919,-75.53994,-81.35111
569,-42.75362,-73.496735,-82.83603,-138.44075,-136.66194,-67.06074,-131.85445,-178.21227,-105.02969,-102.25952,-55.316833,-45.497036,-128.22444,-143.07793,-153.25696
570,-46.062496,-41.70645,-82.62298,-98.18284,-138.67491,-20.349085,-91.75269,-100.315445,-100.617386,-207.98767,-58.935993,-87.51226,-94.789536,-114.53773,-123.759476
571,-56.924786,-83.59107,-129.52795,-109.9164,-107.5344,-43.20999,-78.03483,-196.82597,-112.19869,-210.34848,-41.869736,-45.8285,-120.61945,-54.854618,-124.85961
572,-52.982407,-53.031635,-53.56414,-65.52126,-116.68667,-48.563713,-118.9159,-228.5164,-152.90044,-193.69989,-48.65238,-40.36509,-49.737762,-101.25837,-67.56439
573,-39.10621,-82.93468,-65.50815,-117.96685,-113.798744,-57.49549,-153.72827,-181.94296,-155.997,-126.545906,-50.743473,-39.726738,-86.96167,-125.97438,-76.99339
574,-47.147717,-82.790215,-60.98791,-139.04552,-102.69244,-61.370495,-103.00751,-137.67735,-197.2427,-105.3048,-61.252075,-55.823097,-97.259346,-57.422493,-139.08908
575,-55.676907,-47.447193,-110.58954,-133.70074,-104.47658,-20.057585,-74.04664,-163.17905,-138.90764,-206.65979,-56.089,-86.74293,-97.70316,-146.79071,-115.76726
576,-64.53609,-56.6647,-139.87894,-86.485176,-113.34467,-55.86119,-52.899475,-124.79058,-119.26101,-141.47852,-49.91824,-89.18887,-116.33186,-71.63275,-110.80066
577,-51.0093,-80.08574,-108.701126,-145.94377,-114.7483,-55.405895,-68.644455,-135.0324,-185.24557,-186.33524,-59.149582,-82.68843,-74.111336,-121.99075,-114.65166
578,-52.73461,-74.11799,-72.05117,-87.97399,-109.84507,-21.515072,-89.73339,-157.63121,-208.45493,-141.03827,-61.76566,-59.68172,-114.380104,-112.33659,-70.32262
579,-49.896202,-62.64426,-120.51753,-87.55917,-113.24365,-27.264397,-86.84013,-102.259384,-125.92306,-121.891365,-59.420303,-69.93838,-136.80063,-68.553185,-135.47491
580,-62.581642,-96.43119,-57.809235,-88.876915,-133.7251,-70.594025,-127.24738,-61.681026,-86.9356,-120.651665,-49.250183,-63.464428,-72.35705,-93.81249,-80.38279
581,-34.808144,-97.23069,-113.48376,-115.27674,-74.33498,-71.74761,-110.67031,-187.16728,-189.37704,-166.24931,-57.553448,-76.7342,-86.07353,-64.10031,-128.85889
582,-51.69511,-99.67388,-69.42595,-74.7562,-124.86561,-39.89714,-30.125444,-177.57535,-171.77783,-125.54717,-38.192944,-85.28419,-85.08794,-137.42561,-129.06737
583,-44.814598,-86.61159,-111.361984,-100.92125,-137.79597,-64.335655,-74.299805,-144.8041,-148.00647,-104.87275,-54.914246,-48.462982,-116.07056,-97.87467,-84.704124
584,-52.166008,-56.851162,-86.31024,-161.69997,-113.699196,-71.56402,-49.38831,-236.37634,-198.85378,-125.539345,-48.378704,-61.665527,-94.2422,-119.66976,-88.93695
585,-44.461254,-96.332214,-88.66471,-128.5915,-96.16429,-60.001102,-80.32943,-100.372734,-239.98611,-146.8574,-39.21008,-90.527145,-83.13767,-120.84772,-93.209496
586,-49.21734,-79.94588,-83.133644,-128.62198,-112.24076,-65.09146,-78.882126,-113.770935,-196.14459,-171.2168,-60.67266,-77.498726,-103.07734,-119.032555,-70.63769
587,-41.76662,-61.36624,-63.658443,-69.79535,-78.306885,-30.2112,-84.52469,-171.88402,-125.451324,-158.03998,-43.237724,-35.034576,-94.91731,-117.204094,-87.59953
588,-40.649586,-77.4497,-98.9041,-87.39298,-126.76359,-71.72017,-126.28756,-126.47861,-281.11716,-124.767204,-49.673367,-78.25008,-117.87284,-107.40807,-92.20114
589,-46.534542,-50.73415,-77.86496,-93.25198,-71.63122,-71.99641,-118.097084,-128.94609,-171.78564,-145.47682,-49.411903,-109.82999,-53.927372,-101.068596,-72.90792
590,-34.69631,-70.6498,-141.88623,-142.63837,-120.7329,-74.32594,-62.28235,-71.03886,-169.67538,-120.92229,-51.59718,-96.54503,-97.84586,-123.3866,-91.999695
591,-55.30863,-99.53589,-71.21329,-92.04871,-64.306816,-27.675688,-99.75453,-94.776764,-88.00449,-75.02341,-45.128765,-79.68937,-66.69931,-163.28772,-72.09576
592,-47.461624,-96.91119,-103.592766,-62.234898,-68.906136,-74.16001,-65.68877,-203.38585,-139.81813,-122.55812,-41.71686,-50.74872,-106.963806,-69.8853,-144.29512
593,-53.915413,-46.03797,-120.54706,-121.58264,-114.20192,-55.426815,-39.718586,-142.8874,-85.02853,-245.09703,-43.60482,-93.110596,-130.66304,-151.13658,-99.99651
594,-43.00623,-65.79954,-101.35588,-153.83435,-114.64734,-27.208261,-51.157036,-93.40497,-90.173744,-211.8788,-58.348175,-86.49548,-88.856476,-121.172295,-110.98533
595,-44.82683,-56.64637,-90.873116,-144.00362,-89.61674,-68.70509,-93.536255,-218.52568,-94.72467,-225.40155,-59.488407,-69.37631,-84.54726,-77.082405,-101.70672
596,-41.79062,-53.96591,-96.71679,-119.369064,-83.32035,-68.15658,-83.4547,-147.58481,-145.4798,-105.444595,-56.22294,-85.89202,-151.63235,-70.43105,-82.98127
597,-34.729412,-96.16392,-141.4775,-73.04165,-159.94734,-37.588852,-71.381386,-183.11298,-126.12568,-138.78487,-63.811317,-77.429085,-145.98169,-70.35707,-104.859276
598,-47.12817,-37.06278,-50.11304,-161.78795,-132.23335,-30.42487,-111.61054,-71.17069,-192.70695,-207.84639,-52.916576,-50.157642,-101.92269,-111.62399,-125.15558
599,-35.976257,-42.910534,-109.80874,-102.27859,-125.12314,-24.97069,-98.96023,-212.27332,-216.92104,-160.12051,-53.105335,-73.4174,-72.93416,-105.863945,-79.55146
600,-39.775677,-72.10471,-49.28698,-76.960785,-85.19788,-21.43241,-47.798775,-101.982895,-119.26676,-123.50032,-54.001522,-78.1286,-73.76243,-100.519615,-156.92596
601,-50.44897,-96.976654,-79.14295,-116.39591,-105.93939,-66.40475,-76.93265,-162.0818,-122.94528,-201.18323,-59.758713,-85.12341,-129.15936,-105.08135,-141.47102
602,-50.17075,-78.50359,-86.49947,-60.517033,-87.70603,-75.03811,-85.91894,-69.19456,-131.43466,-115.90334,-54.5678,-73.43321,-56.337776,-70.49678,-65.108536
603,-30.788857,-93.18764,-126.032326,-91.24243,-131.29092,-68.592384,-87.84574,-162.79756,-179.8618,-117.13218,-53.80443,-77.4399,-73.416336,-48.92388,-61.948715
604,-52.389187,-83.00595,-109.70838,-133.90518,-96.137726,-14.382448,-65.370674,-156.21393,-90.721535,-97.560425,-53.061214,-60.695652,-94.91356,-100.45316,-81.98374
605,-47.905422,-77.51957,-50.44406,-94.04886,-98.20378,-74.095894,-125.879074,-64.653114,-99.08932,-166.39088,-41.155323,-89.23707,-82.55731,-109.307014,-131.90564
606,-31.53081,-85.9809,-52.050365,-106.42545,-150.92587,-34.15904,-121.65299,-198.15097,-136.39352,-146.79561,-62.34263,-53.35136,-92.19801,-89.91574,-76.78717
607,-38.610764,-73.29479,-106.32487,-145.02365,-83.412445,-18.335194,-67.22161,-233.14098,-208.55186,-71.69012,-38.07343,-45.203632,-103.2776,-80.24781,-87.31402
608,-33.821774,-68.060265,-112.89573,-80.25754,-120.60566,-67.3922,-128.01633,-175.0819,-75.19923,-174.6831,-52.21306,-89.70125,-116.99071,-92.920616,-113.59856
609,-30.210648,-50.91022,-128.7735,-109.73895,-190.02194,-52.12205,-76.30608,-83.88412,-173.21362,-115.744,-62.75148,-73.104614,-73.405655,-107.352936,-102.61078
610,-58.51173,-36.6298,-144.75842,-71.32212,-73.76528,-27.441404,-76.06721,-205.47142,-199.21008,-146.4499,-51.54023,-84.457596,-96.74336,-59.252224,-91.5088
611,-54.82071,-36.360744,-81.520706,-67.69218,-86.64301,-36.403385,-101.446365,-48.22717,-62.329563,-135.6951,-52.923843,-90.08033,-102.73236,-117.31919,-133.35236
612,-41.154453,-73.02664,-91.55027,-103.967705,-83.92636,-31.407375,-70.72696,-144.9231,-205.78702,-146.21494,-42.13545,-67.51486,-131.7136,-100.86714,-112.62519
613,-50.941326,-85.00161,-56.3166,-92.457634,-84.33051,-57.441097,-112.101395,-187.06847,-105.9664,-145.35199,-66.64959,-78.67363,-118.57122,-86.42467,-92.45837
614,-42.296986,-80.82101,-58.077576,-88.090195,-86.176704,-60.572296,-109.84485,-187.89378,-173.93613,-133.81715,-67.39643,-60.491535,-58.405773,-160.23273,-106.07209
615,-35.680668,-38.55027,-70.359116,-72.949646,-145.71959,-46.88412,-147.99342,-179.86316,-107.1706,-121.380066,-46.2155,-44.024685,-129.84882,-84.252945,-93.30546
616,-59.851852,-73.01585,-106.33717,-76.3933,-106.03495,-46.33838,-85.1241,-105.997025,-110.68524,-192.1443,-36.867523,-74.36573,-75.66708,-61.247932,-96.857605
617,-37.599655,-59.56254,-108.94523,-90.89801,-136.283,-44.49612,-74.35464,-78.48274,-82.1213,-152.48117,-49.04239,-46.321724,-100.01598,-87.84463,-69.16381
618,-43.383766,-85.33402,-84.832985,-117.21021,-130.20198,-23.735107,-148.54216,-146.60988,-173.68372,-139.3623,-40.306057,-60.946213,-66.87075,-94.934135,-118.28601
619,-52.667423,-51.651848,-108.183426,-104.754814,-72.516556,-54.661297,-79.57855,-95.78715,-131.34499,-180.02863,-48.21844,-62.842857,-87.13238,-101.33461,-100.15684
620,-56.222332,-87.308914,-131.84427,-146.24721,-104.41188,-71.712616,-71.32717,-217.96855,-114.31593,-109.41869,-65.376625,-77.48622,-58.311684,-122.10471,-131.02951
621,-60.732525,-90.47442,-101.64396,-64.38801,-91.459656,-23.622969,-117.16198,-142.03554,-104.03227,-163.75255,-30.649456,-68.53115,-63.68628,-57.01321,-76.625084
622,-31.78091,-76.074295,-102.580864,-78.60455,-65.616615,-73.30508,-66.562775,-139.63084,-131.1152,-195.80275,-31.844645,-96.34002,-156.1549,-121.751976,-162.82434
623,-66.536545,-55.64244,-108.10078,-114.35978,-90.06276,-71.705315,-87.22891,-130.29755,-103.796196,-98.426796,-58.957138,-68.354515,-105.01238,-70.8925,-113.11619
624,-55.829155,-73.95682,-104.21479,-120.087814,-148.96785,-16.618315,-79.6224,-102.65778,-178.58018,-172.88991,-43.278217,-104.13539,-110.43445,-125.92872,-129.80583
625,-57.13172,-58.91911,-63.4942,-58.411972,-60.14436,-51.354763,-129.53857,-123.73599,-68.57785,-164.8674,-59.90223,-91.555405,-93.551,-172.86952,-165.53313
626,-36.957764,-75.43702,-99.062775,-93.8947,-121.0394,-60.93918,-65.955185,-163.71962,-141.83038,-142.5634,-65.71462,-78.25637,-138.49107,-114.971855,-166.69331
627,-44.64774,-33.115364,-69.896935,-65.51264,-92.8262,-46.799225,-127.99971,-139.30753,-208.3911,-135.89763,-34.375427,-81.879265,-66.23065,-115.57131,-147.43521
628,-36.659286,-82.22692,-148.70638,-135.49138,-131.7575,-70.50839,-49.416443,-129.58017,-197.92763,-136.03052,-47.766838,-65.85353,-89.41192,-134.51642,-129.37936
629,-49.18989,-76.45425,-74.58084,-70.53479,-111.161385,-62.46928,-134.50136,-91.93678,-235.12596,-209.64175,-45.42837,-45.010227,-56.3683,-121.113754,-77.30859
630,-63.96507,-95.40781,-82.6299,-112.11073,-75.71451,-40.10211,-53.884613,-160.36237,-167.53336,-159.21251,-45.10478,-82.10051,-98.92025,-105.147804,-103.22371
631,-46.145695,-83.5426,-107.1505,-126.66092,-127.48017,-55.836216,-91.18499,-183.18648,-95.19493,-102.20992,-59.20532,-83.51667,-73.43518,-87.26071,-76.975
632,-59.085247,-80.45345,-106.8666,-162.78249,-115.559105,-66.22223,-42.56565,-106.23658,-161.87247,-141.62479,-31.010126,-91.47882,-104.11934,-90.22223,-95.77787
633,-60.74953,-77.980484,-46.792206,-47.607567,-87.68255,-65.05578,-80.94267,-83.03151,-151.85371,-107.73709,-34.697517,-87.05085,-118.291466,-84.59581,-62.23951
634,-41.467113,-93.15847,-112.685074,-105.33818,-152.1625,-35.60276,-63.331127,-150.54214,-129.16824,-191.87885,-67.39616,-66.97876,-121.55462,-131.12875,-141.38556
635,-47.02202,-55.070484,-134.81331,-112.39467,-98.15746,-71.41087,-77.066315,-130.63245,-84.651955,-121.198296,-56.40584,-79.25463,-90.23839,-138.1221,-76.10691
636,-42.656895,-33.554195,-138.54706,-100.99408,-73.75881,-15.888278,-50.603046,-142.70651,-140.99605,-165.83931,-44.214504,-72.0895,-136.42862,-129.24797,-106.22414
637,-59.953686,-83.060776,-80.84175,-88.01511,-80.360794,-21.342976,-106.04671,-154.30287,-123.27392,-91.757195,-29.64684,-62.03871,-126.09485,-119.088104,-134.97957
638,-48.899536,-75.57183,-140.18036,-129.87094,-137.60184,-74.521324,-140.83615,-173.78287,-134.24289,-142.37498,-33.0132,-55.86175,-105.24951,-112.05067,-85.40657
639,-30.436098,-49.01891,-148.44707,-54.95697,-121.493034,-65.783875,-146.9925,-85.17783,-161.84631,-70.38418,-55.69135,-56.171494,-88.733315,-71.716255,-74.26422
640,-46.97452,-82.83634,-92.306435,-55.180496,-70.217026,-71.68959,-104.445435,-125.92783,-145.69676,-133.8352,-24.982666,-72.79645,-110.29732,-102.60252,-133.02623
641,-46.6265,-56.042957,-131.37997,-109.46438,-111.511116,-22.490604,-104.31891,-150.1933,-158.56593,-113.258,-32.51457,-102.97464,-149.25699,-70.213486,-69.90858
642,-45.25082,-65.2931,-48.7941,-140.6836,-122.57777,-54.653557,-74.355385,-180.72026,-151.63283,-155.50912,-41.36879,-89.897606,-72.87212,-94.612656,-103.31092
643,-52.214058,-80.4362,-153.78592,-93.28432,-161.6927,-35.302303,-64.618835,-168.19846,-65.84631,-128.29845,-44.4287,-107.905655,-80.57219,-91.23069,-113.38288
644,-58.998142,-58.82742,-82.94143,-97.13772,-65.09457,-46.630188,-75.85908,-208.16446,-169.19109,-200.83704,-62.200005,-121.02612,-72.96409,-136.1803,-110.64397
645,-51.09929,-64.05209,-100.18517,-127.68637,-93.911316,-73.14194,-55.16741,-174.95612,-209.3188,-101.47967,-25.471571,-60.78923,-85.49803,-64.706924,-82.451126
646,-43.529987,-91.558266,-57.37838,-109.218796,-110.75136,-50.285866,-110.14435,-104.21796,-81.50291,-145.1332,-26.39431,-81.00987,-135.0998,-59.326313,-101.78803
647,-39.933468,-62.28209,-111.54377,-161.2186,-109.79503,-58.5198,-150.22037,-125.021034,-81.199394,-99.10626,-44.957558,-50.455933,-72.01873,-117.10546,-86.9333
648,-49.168854,-57.430065,-98.7273,-59.416924,-76.6144,-34.83303,-82.31184,-131.91655,-112.09954,-150.05804,-58.30024,-40.26148,-96.89182,-97.28772,-168.50803
649,-54.979393,-42.83432,-64.90622,-72.06665,-86.962585,-61.105324,-91.69648,-157.20221,-162.08986,-131.20375,-65.50842,-94.366295,-152.00777,-125.6177,-87.41333
650,-33.868435,-79.130745,-109.6767,-96.17986,-174.53383,-63.22712,-74.86191,-158.37877,-139.97778,-181.79509,-40.32922,-81.082344,-78.15922,-144.90561,-170.51686
651,-51.857826,-72.443474,-117.473145,-115.137596,-100.25126,-47.820374,-75.63637,-132.5111,-241.45825,-113.54584,-68.57028,-79.1173,-122.43776,-102.40872,-107.59679
652,-47.097527,-84.36309,-163.58617,-75.738106,-66.60578,-61.893158,-38.911175,-207.10315,-225.9407,-120.04195,-31.853397,-70.03742,-82.35746,-114.298325,-92.85764
653,-34.50019,-66.975555,-137.3098,-61.768497,-134.49121,-71.89408,-142.58215,-190.5271,-168.71378,-149.83334,-44.182564,-87.540436,-82.097786,-95.50976,-93.49226
654,-63.12643,-78.68597,-59.716583,-101.01671,-67.99355,-73.55314,-111.160194,-125.974075,-155.90817,-164.46562,-50.29738,-61.205112,-58.266373,-93.16785,-72.49582
655,-52.00663,-79.93007,-89.84517,-76.93782,-79.968956,-45.289135,-119.20547,-132.98146,-169.23216,-101.69945,-30.55903,-72.040565,-110.71525,-54.912228,-65.96876
656,-50.052673,-75.80452,-72.94644,-87.07224,-73.60262,-26.433395,-101.16865,-125.37928,-198.11642,-133.05069,-35.177788,-79.69289,-100.81943,-66.68118,-79.95762
657,-40.096928,-82.707825,-88.374054,-101.66157,-100.68141,-60.255894,-110.66988,-127.26392,-108.110695,-126.24429,-59.674366,-74.01002,-143.294,-61.741116,-149.3544
658,-57.363888,-90.262474,-72.05074,-114.64527,-88.9191,-63.72376,-77.50052,-213.36958,-149.70474,-204.59604,-60.65917,-85.410774,-81.18809,-117.55507,-109.14322
659,-66.12873,-90.34122,-125.001366,-138.60759,-83.924835,-48.155613,-121.23779,-96.09384,-79.06307,-176.8849,-53.82366,-83.405174,-81.10215,-147.53014,-79.24095
660,-37.345222,-68.46847,-81.00391,-92.91139,-104.344185,-34.42651,-55.504784,-183.24498,-110.850685,-178.47939,-42.277916,-82.60637,-119.65305,-149.68906,-138.4172
661,-60.20877,-58.17241,-88.493164,-84.918205,-74.878944,-48.84074,-97.47449,-72.96206,-110.273674,-103.521385,-38.13479,-53.858982,-133.17378,-95.138985,-99.71489
662,-50.574028,-67.18054,-127.068405,-64.08115,-115.37804,-70.76929,-135.5302,-76.00218,-123.54227,-122.17081,-40.235363,-98.85263,-128.20293,-146.15378,-85.53861
663,-42.695293,-81.48072,-56.425827,-152.75015,-83.962654,-30.725155,-79.545845,-141.48892,-183.69626,-165.93816,-42.08246,-50.716114,-103.66966,-107.316124,-85.113045
664,-67.649506,-64.943245,-154.9186,-92.524124,-94.24503,-30.164948,-26.70273,-92.70672,-226.20158,-203.71805,-60.085957,-63.375072,-123.76789,-69.14662,-105.31611
665,-56.250393,-67.56254,-60.887627,-145.172,-63.23042,-45.32006,-124.04803,-203.42896,-185.09067,-121.7433,-56.61913,-69.89707,-109.80321,-115.65614,-138.31926
666,-60.1819,-64.26949,-109.87198,-110.62412,-122.31179,-23.095251,-149.80116,-179.16248,-134.14381,-199.86523,-59.348442,-62.05293,-67.40602,-77.32749,-120.54112
667,-49.311268,-88.5659,-63.122288,-70.60262,-104.47932,-60.407906,-120.42617,-62.147762,-121.61201,-184.6884,-33.37034,-87.850296,-48.83991,-54.448948,-114.70003
668,-56.054306,-34.591938,-70.52986,-142.19359,-151.18541,-68.92648,-154.34163,-150.66612,-88.19571,-105.64086,-58.47421,-80.49862,-96.58107,-153.27896,-71.20945
669,-63.24338,-36.937634,-118.95215,-60.788372,-88.431175,-64.224915,-103.69087,-146.73337,-171.83641,-157.00323,-35.515793,-61.200283,-88.22649,-66.90905,-93.705574
670,-46.536755,-87.46987,-65.315865,-68.5396,-155.723,-32.51431,-101.783806,-200.28633,-125.20904,-170.49329,-50.5673,-54.109505,-147.64363,-126.344406,-100.13677
671,-57.10833,-54.80061,-155.75331,-64.22542,-140.15837,-25.444489,-72.491455,-148.69176,-143.56815,-193.34169,-58.199,-52.6503,-131.54071,-93.03235,-57.80559
672,-57.60656,-32.719044,-57.428246,-118.54683,-167.24359,-69.11002,-38.912132,-184.52672,-194.1704,-119.30771,-43.48457,-82.98869,-63.032112,-109.3845,-109.497856
673,-42.82164,-80.92081,-93.9267,-78.59877,-72.9703,-67.69156,-73.91597,-208.5671,-132.34239,-131.4813,-41.426136,-63.68089,-74.62122,-150.93265,-103.535324
674,-46.94003,-37.85917,-111.10827,-139.53232,-118.19339,-26.873287,-129.6416,-132.074,-94.62296,-120.086395,-53.25632,-49.94836,-111.987976,-70.07581,-74.46668
675,-41.07299,-46.041702,-163.93767,-105.275925,-88.616936,-72.02761,-70.31422,-208.3261,-50.88164,-125.55606,-59.625294,-93.126595,-95.48238,-116.28561,-87.69569
676,-38.443268,-64.192726,-45.33657,-92.973854,-128.59523,-58.060078,-119.2314,-154.52757,-121.84167,-182.55173,-51.8352,-65.23198,-85.17077,-76.48068,-87.38455
677,-49.58311,-65.90504,-61.429916,-74.0133,-112.35415,-67.921265,-54.90694,-98.803246,-120.29358,-180.21342,-49.169975,-87.09675,-72.04094,-119.7755,-70.629456
678,-34.718845,-68.72193,-91.48105,-187.46362,-133.4198,-46.103237,-98.38131,-100.614204,-140.30644,-131.18866,-43.057556,-52.295128,-92.76115,-141.62373,-58.958515
679,-55.036045,-104.34713,-135.53838,-116.97951,-118.72149,-14.0785,-44.1917,-188.02832,-165.94186,-90.495415,-44.280853,-45.83899,-63.340706,-114.90831,-106.17921
680,-40.645523,-73.30782,-114.860886,-101.50584,-139.27089,-55.490574,-30.387186,-80.74844,-79.34822,-186.93755,-56.138565,-83.07236,-64.102615,-125.3285,-125.34761
681,-39.98635,-83.38143,-83.62851,-78.14717,-98.62441,-60.60232,-150.4699,-145.25056,-125.591995,-99.39831,-34.656597,-93.48271,-79.7105,-95.64601,-145.80011
682,-42.031204,-78.60631,-124.65474,-79.28993,-110.09829,-24.090319,-91.78747,-153.12279,-156.51614,-195.16573,-44.024773,-89.715866,-111.22772,-139.46465,-78.349335
683,-51.987846,-75.55916,-104.277,-104.78001,-114.68024,-32.460625,-151.33253,-189.71187,-163.35378,-197.18687,-54.69468,-70.26688,-70.12982,-56.17425,-101.109695
684,-59.647617,-84.24504,-167.85907,-102.239,-100.205055,-72.39422,-87.61799,-99.993484,-137.55365,-126.92871,-52.44959,-87.34875,-95.772194,-107.05112,-107.59826
685,-61.848507,-84.14121,-96.53665,-64.20838,-123.58973,-28.050219,-55.666183,-96.88532,-137.48723,-198.40428,-36.385662,-88.16972,-83.671616,-129.61899,-90.14285
686,-51.025658,-66.43988,-83.487946,-79.21141,-132.77528,-68.123245,-146.15529,-98.446106,-103.84453,-120.72719,-36.75306,-79.225685,-120.0622,-138.79842,-66.80737
687,-50.525352,-76.33708,-121.634476,-121.20251,-134.47807,-56.039097,-108.10176,-88.00171,-109.52477,-175.30177,-32.07491,-63.92829,-131.1535,-102.7364,-73.45512
688,-46.66808,-77.97606,-68.03766,-178.73878,-135.13657,-63.671932,-98.84268,-155.98705,-187.24355,-109.818115,-42.92591,-48.746353,-126.13967,-93.595474,-119.716354
689,-61.76014,-72.489784,-78.48308,-132.17407,-83.33429,-21.621454,-146.16124,-114.92082,-123.02927,-187.33627,-41.888718,-50.51299,-123.90146,-114.83771,-76.12334
