,Reacher-v11_seed_0,Reacher-v12_seed_0,Reacher-v21_seed_0,Reacher-v22_seed_0,Reacher-v31_seed_0,Reacher-v32_seed_0,Reacher-v41_seed_0,Reacher-v42_seed_0,Reacher-v51_seed_0,Reacher-v52_seed_0,Reacher-v60_seed_0,Reacher-v61_seed_0,Reacher-v62_seed_0,Reacher-v11_seed_1,Reacher-v12_seed_1,Reacher-v21_seed_1,Reacher-v22_seed_1,Reacher-v31_seed_1,Reacher-v32_seed_1,Reacher-v41_seed_1,Reacher-v42_seed_1,Reacher-v51_seed_1,Reacher-v52_seed_1,Reacher-v60_seed_1,Reacher-v61_seed_1,Reacher-v62_seed_1,Reacher-v11_seed_2,Reacher-v12_seed_2,Reacher-v21_seed_2,Reacher-v22_seed_2,Reacher-v31_seed_2,Reacher-v32_seed_2,Reacher-v41_seed_2,Reacher-v42_seed_2,Reacher-v51_seed_2,Reacher-v52_seed_2,Reacher-v60_seed_2,Reacher-v61_seed_2,Reacher-v62_seed_2
0,-403.89972,-379.05206,-403.669,-442.15244,-434.8192,-456.12186,-435.08844,-500.7063,-478.40857,-458.3879,-455.56104,-503.4458,-450.74582,-406.90558,-351.88947,-376.0835,-408.6314,-370.594,-371.1927,-409.01453,-452.4574,-450.83386,-463.53845,-514.23376,-452.65024,-428.16864,-468.06454,-504.36414,-494.91388,-483.8926,-548.4686,-448.71133,-487.14212,-489.18765,-538.78723,-514.8402,-510.83078,-644.52936,-535.4959
1,-421.07236,-380.39325,-441.10257,-403.6798,-444.6044,-477.6228,-464.5817,-509.98062,-509.79227,-467.30338,-477.17422,-480.07977,-485.65546,-324.27615,-344.55502,-435.2532,-386.86234,-384.30896,-408.22183,-404.22476,-448.80295,-428.15915,-415.9445,-454.03406,-466.30746,-531.0892,-485.43805,-390.29297,-373.2155,-448.98685,-480.05334,-490.00827,-496.48944,-477.0314,-529.563,-509.3604,-525.6672,-497.381,-511.0077
2,-385.5924,-319.845,-459.98264,-401.90082,-422.91818,-465.5413,-475.2882,-433.35785,-532.2639,-518.3506,-525.2357,-487.60855,-486.06793,-331.27853,-371.3499,-402.1423,-392.29443,-438.49457,-439.68527,-468.9743,-399.17126,-452.474,-482.06668,-419.44385,-444.0434,-502.94467,-482.181,-454.69006,-512.7993,-441.12393,-479.82837,-539.9538,-496.4885,-461.7357,-485.44174,-507.3606,-648.7031,-566.99066,-524.30023
3,-387.27432,-338.61163,-392.3449,-444.66238,-423.06528,-411.50803,-468.637,-494.12128,-467.04608,-498.0818,-520.5491,-569.12463,-522.4406,-384.09692,-322.16846,-371.36066,-424.86496,-412.64697,-418.97827,-412.77646,-428.72348,-488.2474,-449.11508,-419.00583,-451.99625,-432.58307,-518.9824,-408.3504,-487.19614,-406.8318,-540.95294,-477.40054,-508.7419,-556.2492,-540.8893,-531.362,-602.3392,-527.86633,-506.9308
4,-472.1605,-409.24924,-439.11914,-430.38916,-393.9371,-451.64758,-503.9506,-449.46085,-531.2818,-480.20532,-451.19687,-494.54623,-476.60596,-425.43875,-367.51764,-394.517,-361.3259,-417.97437,-423.02667,-383.21387,-385.09207,-427.27246,-464.6351,-455.40347,-416.2918,-460.49133,-459.3128,-438.56958,-473.65634,-455.07474,-511.38657,-474.44574,-479.19867,-509.67783,-545.7362,-507.13593,-580.15106,-579.6394,-574.9739
5,-365.8304,-337.8703,-400.31702,-416.84418,-434.82425,-434.71112,-473.738,-518.11414,-428.91718,-475.16257,-470.09448,-555.8142,-544.71356,-347.74994,-330.90732,-413.0507,-376.9823,-379.14444,-388.80527,-363.11984,-443.58282,-478.3861,-410.35843,-444.14697,-413.5004,-453.09796,-417.0581,-485.88333,-520.6227,-486.5386,-552.5868,-469.6409,-506.50003,-536.30975,-517.857,-538.6737,-542.56396,-487.75558,-519.91516
6,-407.6847,-325.7975,-411.5087,-439.8211,-463.57867,-454.43213,-424.75842,-447.52307,-481.06595,-508.77734,-505.82407,-478.73038,-523.18286,-429.94745,-291.7353,-373.29187,-383.49323,-384.8042,-419.35153,-457.5225,-414.03915,-474.13113,-441.35464,-468.1776,-418.21356,-439.07285,-515.32544,-435.59808,-416.0497,-438.90524,-451.02423,-555.6002,-546.13464,-499.25583,-528.07074,-523.48254,-613.01575,-594.81384,-550.1649
7,-323.3027,-379.2255,-451.24658,-432.42316,-385.9888,-452.5427,-412.07462,-439.22495,-470.1329,-452.4968,-541.2567,-478.14664,-483.40317,-389.47687,-364.28085,-399.6841,-360.0131,-403.12518,-423.391,-428.63138,-493.37064,-423.65247,-434.77008,-491.53265,-422.03714,-506.1999,-523.1476,-484.43005,-439.5175,-510.12418,-528.3757,-501.22375,-574.5887,-512.64056,-539.24713,-519.46344,-542.1495,-534.17944,-533.53937
8,-361.97852,-422.67593,-399.6917,-457.04874,-428.80856,-427.48077,-437.93158,-449.44473,-439.19647,-441.43744,-500.65375,-466.07245,-464.7104,-406.67526,-354.931,-380.48962,-407.92728,-419.36588,-400.67465,-448.5296,-410.7051,-457.58664,-446.25836,-516.8224,-474.3085,-470.2562,-522.4743,-484.53812,-510.4641,-453.63333,-470.42615,-486.11023,-508.99365,-515.03046,-539.02466,-536.6762,-518.993,-540.5674,-534.7474
9,-368.731,-344.68402,-424.4721,-446.06378,-467.58478,-507.38202,-428.567,-455.2829,-561.7106,-458.92398,-506.44705,-462.8445,-484.16135,-368.0361,-286.99036,-374.9203,-407.43335,-414.85443,-404.60007,-434.04578,-418.81485,-477.79065,-443.9331,-458.8176,-458.17365,-478.27664,-545.2262,-383.89584,-381.41675,-501.43692,-498.15634,-525.70703,-505.10745,-502.2947,-511.9875,-527.19946,-537.0353,-514.2678,-598.8073
10,-406.92606,-339.95627,-404.0779,-463.67368,-449.0301,-474.83624,-448.9256,-468.1909,-496.21796,-452.1807,-472.14053,-477.58722,-500.06573,-365.10544,-376.03903,-359.7434,-390.36023,-467.16602,-418.74683,-409.48914,-442.27365,-507.56226,-450.78882,-492.6044,-415.23148,-460.17657,-456.19974,-418.74045,-448.97418,-474.4873,-496.53467,-478.95776,-508.49115,-516.3837,-545.5261,-532.55554,-486.4334,-549.12616,-594.12946
11,-366.08905,-328.14243,-404.4495,-416.68405,-464.36325,-448.53235,-486.58585,-472.1199,-495.71048,-497.43567,-512.5641,-471.14096,-482.9926,-366.70065,-362.6992,-401.88834,-425.67438,-367.16235,-437.11945,-442.57187,-476.98898,-522.99634,-487.11023,-443.2737,-458.5076,-512.37805,-459.63086,-434.85114,-469.59732,-459.62396,-468.9413,-474.8808,-463.2319,-510.11954,-584.4601,-517.5626,-534.604,-600.06537,-539.79584
12,-421.4227,-335.5352,-388.34763,-398.68964,-428.8199,-421.11768,-456.15488,-497.03525,-524.66876,-449.11066,-488.60962,-481.27255,-500.01248,-350.61975,-332.00116,-388.31964,-415.09348,-453.09778,-426.5157,-424.44083,-399.79297,-459.86102,-435.7306,-400.88556,-425.55307,-417.07452,-485.96634,-393.54572,-446.50745,-490.745,-467.69766,-505.7935,-565.75385,-577.7773,-508.17258,-565.21515,-527.2678,-557.7476,-512.7703
13,-399.9024,-390.32568,-442.0782,-443.80966,-427.75534,-440.3963,-436.05533,-503.17236,-469.3958,-476.5494,-453.81717,-498.19498,-496.82486,-391.3227,-351.11557,-380.28485,-377.93994,-395.50583,-400.2244,-410.09006,-392.74252,-431.78723,-475.5565,-432.46698,-427.06973,-442.67685,-474.9517,-447.70392,-484.61795,-460.3897,-557.63605,-538.5089,-500.22205,-540.19086,-510.7255,-508.44705,-517.13684,-585.35364,-489.10764
14,-371.80054,-332.52414,-383.62057,-388.6886,-445.69272,-446.29037,-454.2728,-487.07236,-494.88266,-531.0227,-526.5684,-446.86258,-448.4475,-407.13528,-359.70294,-353.3308,-357.67456,-380.08957,-430.37677,-432.30228,-395.4902,-530.8229,-453.836,-501.37976,-467.11014,-493.79724,-493.45282,-439.96262,-473.56638,-516.47046,-517.30963,-500.05023,-503.98914,-498.59042,-534.78625,-554.3604,-500.25497,-492.87616,-617.21136
15,-412.99713,-353.78986,-410.33734,-419.78577,-435.77353,-431.28336,-480.63486,-462.17044,-510.52264,-464.1846,-510.26547,-453.34915,-518.4539,-429.10394,-365.49393,-398.6348,-438.78226,-425.2292,-419.32132,-406.70822,-426.34692,-437.2297,-462.004,-578.4861,-406.82608,-528.18506,-460.31433,-503.78992,-420.04388,-467.44412,-536.89935,-474.3808,-454.56116,-495.04456,-527.0358,-591.34937,-537.17303,-573.4961,-543.7851
16,-399.95026,-413.7461,-437.2173,-463.84808,-446.8383,-427.73312,-487.7004,-462.58658,-466.22086,-453.0065,-539.5594,-509.01913,-481.817,-384.5793,-345.7924,-365.1916,-352.5717,-385.25845,-394.26938,-442.1212,-399.65906,-444.89743,-497.8851,-429.3202,-458.80234,-484.4118,-409.89844,-468.36432,-501.10852,-468.0601,-524.574,-480.78128,-465.22644,-538.80554,-565.2957,-511.9472,-549.16534,-500.92804,-508.16263
17,-393.9756,-363.5722,-405.95758,-396.81116,-382.22372,-498.09988,-503.10474,-465.95306,-507.81204,-481.07535,-472.30045,-403.52982,-468.0078,-407.006,-361.02625,-359.79013,-382.2333,-358.0472,-442.2377,-381.38647,-405.2951,-420.79807,-454.72876,-558.69977,-431.64282,-448.31165,-442.49728,-422.12277,-461.508,-467.40582,-476.77563,-509.72394,-463.2421,-540.35944,-583.73627,-546.5799,-536.2721,-526.8714,-567.40247
18,-413.23624,-343.20947,-442.83447,-433.52884,-434.77594,-466.51395,-443.48953,-487.26562,-477.20825,-470.82047,-518.97296,-497.7947,-480.35834,-380.31863,-335.41437,-395.64163,-351.93903,-363.87827,-409.8731,-505.0419,-404.85977,-506.13614,-446.82913,-457.46774,-433.2751,-471.3412,-514.8558,-456.29462,-520.7004,-465.55438,-463.9023,-551.54626,-563.1412,-493.4653,-529.07184,-485.3159,-549.6947,-513.1363,-504.7591
19,-440.70325,-361.23343,-387.60852,-385.89978,-412.43048,-465.48273,-477.9925,-438.83914,-509.23642,-537.633,-543.5234,-480.48505,-470.33386,-399.8537,-334.14584,-406.35706,-345.73755,-388.8354,-402.07117,-442.2232,-427.19815,-505.45236,-393.76263,-458.74744,-414.88345,-435.34225,-445.4529,-425.8308,-497.484,-488.2239,-512.5145,-503.88327,-442.1638,-465.91568,-582.159,-532.14307,-494.0432,-501.697,-500.79263
20,-434.35898,-370.31903,-430.81583,-394.24103,-415.27524,-477.37064,-415.60938,-479.92834,-512.9692,-484.2901,-512.6973,-497.10843,-490.2977,-353.3121,-333.30518,-329.77618,-367.73135,-385.28912,-427.33035,-398.81265,-401.86832,-481.57867,-431.62863,-430.46808,-419.80392,-463.50644,-427.93237,-420.074,-488.94406,-439.70142,-450.30377,-503.44247,-496.70593,-518.87854,-506.7703,-540.9399,-581.4505,-555.45935,-520.68384
21,-296.23642,-397.06784,-395.5808,-403.4352,-444.99707,-440.11343,-452.82172,-462.2758,-485.48016,-452.80655,-445.11377,-550.09985,-526.8328,-365.19366,-355.06088,-340.99442,-428.3393,-436.43155,-415.88397,-421.00266,-485.0011,-482.989,-448.34152,-432.47247,-460.26205,-433.28802,-435.334,-447.0922,-453.7361,-464.6785,-491.03207,-502.26614,-503.81573,-540.63184,-521.0131,-492.17853,-568.23444,-514.7615,-547.5036
22,-363.57794,-331.702,-410.66077,-438.53278,-420.20175,-479.22192,-458.3552,-503.95578,-525.07086,-434.27914,-434.79077,-483.0869,-560.10864,-390.81598,-339.68814,-367.39276,-379.71997,-399.6301,-426.3685,-463.25446,-408.76828,-408.67322,-478.3752,-599.30676,-405.20926,-517.54584,-450.1989,-441.6263,-486.55264,-430.29675,-461.5037,-544.02783,-545.79803,-534.04517,-555.5787,-540.58594,-589.33545,-488.3628,-543.0494
23,-318.94427,-374.2776,-384.37363,-441.01166,-463.39853,-442.57773,-491.24274,-485.70645,-481.40286,-503.78098,-515.8037,-485.0217,-563.1139,-385.70715,-379.69177,-402.56274,-418.24576,-432.99008,-377.92996,-399.74063,-424.13498,-434.9141,-448.44055,-526.92426,-482.30484,-457.38315,-490.77277,-464.12177,-458.143,-467.7461,-462.12262,-537.37537,-503.38278,-495.13956,-530.9499,-502.0401,-557.2152,-535.08905,-502.63052
24,-398.1478,-390.81845,-471.00052,-363.13422,-409.73584,-472.8071,-432.58282,-486.5307,-469.06577,-470.39426,-482.6353,-458.5938,-554.53394,-370.29388,-379.58508,-407.22745,-406.21506,-434.48593,-434.77704,-421.3558,-445.63055,-416.651,-445.37872,-476.3264,-422.92737,-457.7731,-442.37515,-435.29453,-507.69284,-473.4148,-495.58353,-499.04056,-532.5818,-446.47437,-505.77856,-495.31143,-515.5481,-487.1035,-515.6018
25,-373.43466,-360.81567,-394.37924,-381.1632,-449.16766,-459.1922,-415.75006,-415.05524,-438.89694,-496.97513,-456.59656,-475.5321,-504.42535,-404.69846,-305.46988,-336.08887,-406.9148,-445.0154,-516.1337,-409.18298,-420.21292,-493.90756,-415.8662,-475.20526,-458.2616,-445.88895,-464.12064,-438.6,-507.71857,-469.49854,-488.15262,-539.0694,-507.98044,-542.773,-524.20746,-554.9337,-540.57587,-547.9574,-519.5818
26,-432.87396,-332.06894,-446.1165,-406.33084,-429.4451,-428.45154,-461.64548,-448.42584,-548.17145,-493.0474,-600.3127,-438.91028,-491.24454,-331.8384,-379.45523,-390.9415,-432.0423,-382.09238,-436.69254,-451.05396,-438.08527,-422.7338,-448.8227,-481.78745,-495.19376,-459.943,-519.8211,-392.07684,-482.2625,-478.47913,-481.32434,-495.9536,-477.60992,-488.23822,-550.8023,-552.49854,-516.265,-562.4572,-549.59485
27,-379.20355,-352.9875,-430.2892,-409.16165,-415.1536,-474.96512,-449.46646,-415.53223,-552.4763,-494.64105,-488.83032,-541.82184,-543.2535,-371.03973,-340.1125,-417.10236,-464.29578,-424.36148,-381.83133,-414.35068,-482.39777,-474.38486,-464.50507,-486.97034,-461.954,-425.38715,-506.55646,-509.83264,-429.5633,-480.72998,-552.461,-491.15634,-521.10315,-511.12344,-651.6833,-580.05664,-587.78973,-509.77466,-538.7222
28,-375.49002,-378.40417,-423.91315,-422.35562,-505.44385,-468.73065,-458.4354,-516.16327,-509.4056,-475.7736,-488.88977,-512.59375,-481.347,-383.58023,-361.25195,-360.1024,-400.34207,-388.71112,-388.63684,-418.22253,-451.6783,-421.86664,-412.60666,-485.02185,-405.2093,-446.997,-465.60703,-428.19052,-465.54062,-477.25928,-514.9524,-500.03113,-474.28958,-494.8992,-552.8078,-511.16718,-568.85315,-555.47327,-546.97595
29,-323.86755,-372.83484,-406.314,-371.65295,-449.3412,-463.54288,-470.61453,-474.57648,-441.77322,-477.11737,-447.44614,-447.67825,-464.87198,-393.96072,-326.2061,-348.1998,-362.47983,-384.66907,-397.73004,-425.69772,-433.56805,-463.34543,-423.34903,-467.63962,-437.52115,-443.83185,-480.6033,-456.957,-453.1703,-493.75,-488.3377,-506.59433,-472.94553,-531.6035,-575.4596,-541.8235,-536.7026,-493.49332,-592.24084
30,-407.1656,-352.01978,-409.75793,-388.78345,-458.97406,-444.57776,-467.31897,-467.28555,-556.0553,-504.7963,-458.73206,-522.7087,-512.8394,-361.22125,-366.18732,-344.66638,-460.51984,-342.99155,-378.15417,-415.04953,-467.7262,-504.81683,-471.4376,-424.0013,-465.47113,-429.64688,-509.0451,-448.7953,-450.828,-442.76282,-491.1773,-571.32556,-548.5979,-467.43332,-551.3551,-522.9535,-627.20166,-497.672,-556.06836
31,-409.03812,-425.27567,-411.06067,-427.22122,-430.33624,-461.83807,-450.4225,-510.56308,-516.1857,-476.83447,-611.07745,-467.4208,-515.0489,-363.718,-344.32977,-370.16193,-331.56784,-430.4415,-424.7459,-448.32132,-448.15906,-445.42816,-449.76132,-483.88885,-476.01608,-459.45425,-467.28378,-453.3484,-465.39484,-516.89056,-462.12744,-529.01715,-488.24997,-459.31836,-529.1351,-517.83936,-642.07025,-487.98996,-517.5868
32,-401.16833,-362.01743,-428.86325,-412.73615,-444.51746,-421.19525,-504.65222,-460.413,-482.59268,-518.8686,-508.48074,-530.52747,-480.8309,-391.23956,-347.33755,-340.12143,-381.01852,-396.14676,-425.47318,-465.4006,-450.38788,-441.43045,-403.52585,-430.475,-476.15488,-481.62302,-431.81992,-529.61786,-436.36386,-502.80484,-510.3776,-489.07135,-524.5566,-476.74503,-527.3532,-593.19666,-567.3984,-563.97534,-535.68774
33,-395.96103,-439.7113,-484.8949,-494.43338,-428.11304,-466.13644,-455.21997,-434.93256,-540.8117,-487.31833,-452.00702,-514.08954,-448.37393,-383.09076,-362.8264,-400.8324,-399.10645,-368.80597,-409.43948,-422.75833,-449.4113,-442.76273,-438.34668,-475.60892,-406.80383,-465.44785,-496.452,-453.32147,-423.34033,-494.92966,-449.50964,-513.8982,-497.5888,-518.0675,-528.62885,-544.5458,-514.33374,-566.1007,-520.7384
34,-374.39212,-374.83084,-462.47443,-424.00192,-476.30777,-418.8082,-468.03848,-424.5882,-436.55124,-523.9188,-467.94443,-506.7735,-485.64917,-354.50845,-359.17953,-389.3279,-398.55933,-384.1424,-403.67456,-442.45428,-449.12787,-478.7317,-478.58554,-467.61255,-456.33304,-488.7117,-428.6082,-517.1208,-460.99466,-453.94153,-465.56317,-517.0797,-580.37427,-498.0563,-544.716,-526.2537,-552.0288,-545.95386,-624.7679
35,-384.30206,-363.79364,-368.41925,-354.86166,-404.1021,-483.31958,-419.69635,-427.24274,-468.6538,-487.30463,-496.61658,-474.6066,-485.58832,-339.5644,-351.57684,-398.8898,-426.17743,-411.62482,-395.869,-430.25687,-443.12274,-472.64703,-477.3808,-457.25104,-470.27432,-519.1495,-453.42883,-430.74493,-485.24417,-410.8016,-486.7658,-501.79,-491.4787,-490.77075,-507.33185,-490.52924,-491.70627,-532.6355,-534.37225
36,-389.10382,-413.72137,-434.34283,-449.7956,-474.66174,-443.906,-508.42548,-447.2457,-473.42004,-470.00525,-485.44278,-544.58154,-498.1073,-400.65622,-354.78476,-352.39624,-420.6731,-438.90652,-393.92694,-478.57895,-461.0507,-423.49704,-435.8196,-479.99066,-474.7609,-468.71848,-509.78766,-499.1212,-496.76,-502.1793,-459.69174,-457.578,-504.65793,-575.5244,-554.14996,-555.64233,-479.162,-511.87363,-527.9681
37,-407.02673,-356.96786,-444.90613,-427.96353,-400.98578,-440.08554,-473.47177,-473.9732,-452.29285,-573.8084,-510.55597,-489.98624,-473.897,-336.40814,-308.17227,-337.13522,-358.2378,-371.82016,-373.99716,-429.82474,-412.7054,-438.99707,-452.89847,-477.2933,-504.79837,-508.5836,-423.52753,-393.26566,-506.22528,-468.5665,-528.0052,-521.90173,-512.69727,-499.79843,-616.9682,-495.8624,-534.1042,-516.9708,-574.8265
38,-364.76135,-349.48215,-380.5117,-376.92218,-409.47583,-481.2411,-456.43375,-460.66492,-523.72296,-549.5165,-456.75677,-545.77203,-468.60196,-397.53015,-346.87283,-424.99832,-401.30402,-383.32986,-411.53525,-471.63446,-427.5525,-506.36,-445.24362,-464.87375,-453.33078,-445.21848,-437.39163,-488.68256,-460.06348,-458.7197,-510.75592,-498.90283,-466.27094,-478.7082,-575.27716,-546.77783,-489.98267,-541.048,-541.0512
39,-425.94586,-366.87265,-424.06012,-426.97827,-413.98886,-482.2772,-441.59683,-497.68732,-550.27356,-468.99774,-455.40216,-440.229,-525.63055,-362.67938,-303.25027,-348.0249,-405.57657,-391.58676,-411.32773,-434.47427,-416.52863,-446.01117,-464.91315,-534.7936,-435.1073,-427.2419,-476.11472,-414.1792,-474.74594,-501.78156,-530.3571,-469.09784,-500.67896,-476.11276,-515.41144,-542.6313,-549.2679,-491.56064,-561.76624
40,-368.17804,-322.49094,-356.29166,-382.2365,-452.3906,-466.652,-494.34354,-400.07825,-501.85602,-444.0501,-483.73743,-511.82666,-486.10913,-385.67096,-364.0524,-380.89307,-396.93915,-344.4723,-369.5753,-364.80618,-389.4979,-448.209,-424.95334,-458.73337,-482.4165,-449.79553,-481.6091,-412.21857,-490.63245,-459.1856,-508.17285,-546.0956,-470.21274,-481.2808,-535.25397,-566.1477,-536.1859,-551.27576,-559.4119
41,-329.86105,-366.0509,-416.63065,-431.6282,-443.2633,-470.72885,-529.56824,-482.63748,-533.68066,-521.93054,-527.8919,-509.35773,-515.3618,-393.35297,-378.4993,-362.83878,-365.63638,-398.74878,-422.8528,-471.74396,-388.8919,-434.71878,-447.44714,-413.05063,-451.89267,-487.8182,-427.67072,-420.51556,-443.77036,-524.47565,-539.5474,-488.60092,-527.5545,-500.86108,-514.29,-576.2614,-531.59064,-632.1595,-542.43976
42,-342.50882,-338.70242,-468.2215,-419.11743,-443.41208,-442.1907,-462.9145,-476.1715,-485.7036,-491.08414,-532.4723,-445.17392,-488.86868,-379.4971,-361.65222,-371.02884,-416.67056,-385.5489,-406.28568,-437.0363,-394.05316,-491.43408,-473.6894,-462.7354,-535.20935,-457.05347,-468.1915,-459.46558,-453.34177,-434.39447,-488.03568,-493.35776,-498.94617,-526.01263,-565.9042,-514.184,-518.03815,-537.43695,-621.76154
43,-315.71722,-384.62207,-341.5376,-371.13986,-422.53125,-438.47705,-403.56854,-508.4686,-552.3613,-516.55035,-464.91058,-503.55823,-495.67233,-352.1207,-372.8611,-398.26886,-356.65616,-392.74045,-403.83707,-386.95984,-470.6233,-422.70694,-425.6176,-460.45825,-470.9116,-434.23267,-490.3052,-472.3011,-490.4451,-448.6022,-468.2141,-474.6823,-542.8749,-585.2044,-563.79486,-578.89777,-548.6085,-554.3392,-534.804
44,-385.9056,-371.8132,-423.09137,-399.02655,-478.97955,-390.83334,-498.11066,-473.18552,-473.8086,-579.66016,-517.30035,-423.3999,-492.33426,-376.74713,-374.6851,-402.99792,-404.40067,-389.94797,-424.6158,-432.1979,-396.12448,-532.40344,-407.77487,-490.38135,-427.45776,-500.38367,-431.9481,-446.06546,-435.23163,-554.33734,-494.2258,-523.83887,-504.3654,-512.87164,-534.87744,-548.24194,-526.0073,-503.68774,-580.21375
45,-372.83865,-400.3205,-457.05865,-454.15265,-418.07877,-458.20877,-454.55634,-528.71606,-472.71692,-473.73276,-522.35205,-460.1101,-520.8792,-378.20547,-322.41025,-379.2016,-406.88315,-383.411,-362.28064,-457.10712,-425.12903,-460.51895,-462.315,-486.8151,-420.30005,-489.2748,-403.81702,-450.83798,-392.72263,-487.74414,-519.3,-440.3692,-511.47937,-477.57565,-518.57526,-529.29333,-489.69064,-552.0399,-495.00302
46,-410.51117,-406.9898,-384.21005,-490.5506,-422.57462,-462.10342,-478.47797,-509.83142,-493.9702,-521.123,-435.80374,-481.1432,-484.7859,-363.70682,-357.35596,-393.4673,-408.0729,-378.81625,-381.9697,-383.6871,-430.8168,-439.53705,-407.19757,-439.04434,-483.9159,-469.55334,-427.6278,-437.44247,-414.01382,-451.80408,-465.9768,-525.9258,-556.9826,-538.93823,-571.0093,-597.2493,-522.9271,-467.7279,-527.4253
47,-438.6716,-352.771,-436.12393,-471.5818,-428.72028,-499.79443,-431.80203,-439.26593,-528.7362,-460.93512,-446.48038,-470.9373,-421.09177,-366.45215,-336.3175,-357.32355,-435.47623,-358.87405,-431.33173,-460.26782,-487.1977,-429.25177,-458.98505,-479.2046,-409.11826,-450.34546,-458.37164,-451.18076,-464.93893,-396.03854,-473.8586,-513.3129,-491.82306,-534.5976,-555.13635,-508.47906,-529.91907,-530.7401,-596.9966
48,-372.99576,-340.82153,-399.45178,-431.02322,-434.4011,-466.63116,-535.17993,-457.30972,-506.9465,-435.01038,-513.58844,-493.66284,-486.63885,-416.3455,-375.54343,-385.58975,-362.93784,-427.11365,-390.12686,-440.93808,-429.19186,-463.15866,-441.60944,-455.86237,-453.4166,-464.8593,-458.92664,-480.99982,-519.3661,-401.2071,-479.48703,-548.7853,-521.6063,-480.69604,-489.1065,-514.3057,-508.81198,-525.8114,-500.92126
49,-364.89932,-352.16745,-413.7488,-422.64688,-459.1812,-421.62787,-464.5144,-446.54446,-476.87985,-465.94138,-521.5393,-514.30225,-526.6067,-349.7244,-354.1307,-337.3762,-395.98703,-394.26685,-411.48926,-393.1708,-443.4194,-438.4689,-463.22543,-431.6348,-428.48547,-446.5657,-457.42197,-430.69116,-496.71387,-444.03525,-493.03992,-516.7127,-484.34494,-507.8981,-534.6212,-536.6866,-472.56357,-526.9093,-524.4329
50,-374.0974,-398.17633,-444.17157,-396.27545,-414.4599,-463.43008,-499.0119,-478.04578,-486.04187,-479.72348,-499.90405,-518.3653,-485.46188,-378.64105,-318.38428,-404.39508,-376.8003,-439.0146,-399.96652,-405.03506,-401.2177,-519.13184,-411.52744,-450.83688,-453.90842,-430.0301,-470.68317,-438.38135,-451.75848,-413.22006,-505.2129,-480.2284,-449.11258,-588.75275,-525.11786,-636.7826,-513.8315,-536.2594,-585.65234
51,-397.23752,-366.8328,-393.56638,-395.86633,-405.54312,-446.29993,-481.61737,-507.0772,-470.21097,-467.63812,-530.9048,-511.57913,-502.20474,-407.83032,-379.37506,-420.175,-417.25528,-429.08093,-396.42377,-419.84995,-435.84378,-462.17316,-399.30542,-518.1315,-433.76367,-449.15414,-488.2755,-452.15182,-447.93704,-523.05927,-514.86615,-479.51163,-514.8438,-583.9149,-562.55426,-509.92493,-506.68576,-500.361,-558.88806
52,-392.80103,-341.52124,-372.35986,-471.57645,-434.94687,-444.1043,-411.08987,-421.7797,-451.3775,-474.8134,-468.3376,-433.34177,-485.71506,-368.47604,-353.3564,-365.03525,-413.01138,-430.48547,-383.75034,-447.01318,-402.85004,-443.2174,-473.9704,-447.98807,-464.38388,-533.4137,-449.66385,-467.0021,-471.87854,-532.4175,-491.67694,-508.0103,-575.8308,-544.1477,-577.06067,-535.6511,-530.83215,-522.1638,-530.2532
53,-430.7608,-380.48605,-354.88968,-384.4761,-478.59137,-405.5549,-486.5553,-498.34125,-454.89746,-452.92743,-450.1546,-469.41437,-509.57654,-359.93866,-350.74237,-378.5078,-423.28445,-374.2876,-412.87268,-412.36063,-477.09705,-457.5271,-467.55508,-476.85132,-416.6142,-448.37936,-495.56674,-402.01492,-431.7563,-474.24738,-441.57877,-458.72205,-543.00073,-557.9202,-509.0239,-544.28754,-512.7727,-540.10596,-528.4725
54,-398.26984,-392.59723,-439.0963,-378.24893,-449.41235,-422.65192,-490.61218,-443.90375,-501.68408,-461.15118,-469.89197,-451.69617,-474.60898,-387.48523,-382.83157,-397.32968,-340.65283,-356.71625,-423.30115,-403.12134,-464.3919,-477.15723,-453.81964,-431.8585,-464.49603,-439.904,-462.7303,-388.3658,-498.42618,-474.9039,-505.1986,-492.15228,-559.47284,-485.24335,-525.7021,-571.7406,-555.7675,-499.46606,-529.6018
55,-377.842,-321.95624,-388.64185,-408.2492,-423.5633,-506.4486,-486.27133,-451.00122,-452.93042,-480.0011,-474.29443,-506.63153,-506.4655,-334.15186,-329.28134,-341.3563,-369.2984,-420.73413,-426.0113,-425.85913,-397.25632,-467.7736,-516.9587,-448.51923,-428.08865,-435.10553,-458.24072,-465.05774,-462.42374,-514.246,-492.95694,-475.9197,-520.33636,-495.49747,-623.15234,-569.4638,-510.87842,-562.3345,-527.65356
56,-367.9864,-384.39566,-420.66205,-443.26807,-416.90045,-488.11975,-475.36334,-531.21686,-451.04993,-517.46484,-512.75195,-482.63773,-478.5205,-361.587,-367.76273,-411.55685,-321.40182,-391.2712,-388.36993,-383.20978,-444.78384,-443.3944,-460.21085,-449.24426,-466.49762,-420.02103,-487.19565,-444.5943,-457.8211,-480.0791,-535.6743,-467.89996,-524.1599,-481.93842,-521.25946,-516.0829,-568.67926,-514.7318,-589.21124
