,Reacher-v11_seed_0,Reacher-v12_seed_0,Reacher-v21_seed_0,Reacher-v22_seed_0,Reacher-v31_seed_0,Reacher-v32_seed_0,Reacher-v41_seed_0,Reacher-v42_seed_0,Reacher-v51_seed_0,Reacher-v52_seed_0,Reacher-v60_seed_0,Reacher-v61_seed_0,Reacher-v62_seed_0,Reacher-v11_seed_1,Reacher-v12_seed_1,Reacher-v21_seed_1,Reacher-v22_seed_1,Reacher-v31_seed_1,Reacher-v32_seed_1,Reacher-v41_seed_1,Reacher-v42_seed_1,Reacher-v51_seed_1,Reacher-v52_seed_1,Reacher-v60_seed_1,Reacher-v61_seed_1,Reacher-v62_seed_1,Reacher-v11_seed_2,Reacher-v12_seed_2,Reacher-v21_seed_2,Reacher-v22_seed_2,Reacher-v31_seed_2,Reacher-v32_seed_2,Reacher-v41_seed_2,Reacher-v42_seed_2,Reacher-v51_seed_2,Reacher-v52_seed_2,Reacher-v60_seed_2,Reacher-v61_seed_2,Reacher-v62_seed_2
128,-370.9851,-402.98523,-477.217,-371.5383,-443.0022,-417.15906,-501.67007,-434.57736,-441.5078,-520.24756,-446.49246,-466.2013,-520.43036,-360.88052,-335.44226,-382.63196,-367.9992,-431.4659,-385.62012,-450.1905,-421.38745,-425.87024,-447.16953,-449.06808,-428.57095,-464.50336,-420.76312,-468.02374,-458.72507,-459.19412,-479.66995,-553.2291,-518.6067,-536.6134,-537.2699,-582.73254,-643.1114,-551.6216,-551.78064
129,-400.7886,-370.7625,-369.65582,-383.75018,-459.0215,-417.2135,-442.2613,-448.21652,-458.5509,-462.83224,-450.70593,-456.3068,-475.56198,-348.80093,-359.17908,-373.25815,-429.84964,-478.31378,-415.26395,-460.49326,-436.22644,-440.68393,-442.81735,-451.03348,-452.27078,-454.4439,-436.12314,-435.42487,-468.6133,-489.45303,-485.69467,-490.51752,-518.6128,-465.39993,-562.17993,-535.5268,-578.80475,-535.0951,-538.6332
130,-385.8463,-363.22104,-392.04428,-420.57077,-448.51675,-433.2161,-458.93097,-428.64432,-447.12527,-480.85782,-484.71277,-516.08936,-491.75885,-400.5403,-369.0695,-406.15283,-339.3924,-398.02963,-404.79166,-434.6749,-483.73462,-495.44592,-459.436,-448.5071,-419.4321,-525.89215,-496.06793,-420.7777,-468.01117,-428.52133,-471.3326,-509.1701,-510.10507,-491.32535,-541.8489,-562.85333,-619.1484,-516.3302,-531.5217
131,-393.79593,-416.0339,-388.5917,-425.5237,-425.0171,-386.4635,-442.86627,-436.04352,-507.42615,-489.1837,-498.39954,-473.66925,-485.87762,-387.38,-303.04706,-380.60208,-393.3581,-373.91568,-364.55106,-439.95752,-431.31744,-455.93417,-482.90836,-464.41727,-488.94086,-453.42755,-424.78912,-457.33652,-454.78055,-509.6871,-490.5452,-463.95035,-465.63702,-469.83762,-555.4404,-536.1124,-562.9282,-496.6704,-521.39935
132,-420.21445,-385.9587,-363.2202,-415.85443,-446.5793,-467.01462,-486.54987,-448.37527,-520.565,-545.8517,-578.70624,-435.17578,-480.14517,-392.06464,-328.12207,-345.0875,-420.89206,-370.25586,-390.01572,-408.89172,-395.86896,-439.75912,-482.97644,-498.53522,-410.55527,-420.58014,-484.77936,-432.56766,-504.99524,-557.9902,-454.27383,-509.82983,-521.4327,-551.3347,-492.4116,-524.9258,-519.3892,-501.25656,-514.88873
133,-441.30087,-369.18365,-385.78925,-443.1388,-444.56183,-427.18732,-484.20282,-464.4962,-435.03644,-498.46368,-430.9892,-446.7839,-538.96826,-395.64832,-357.19153,-352.70386,-448.83344,-410.6147,-403.47522,-436.7423,-430.28046,-445.24042,-464.78824,-469.61676,-466.4628,-519.70435,-446.0044,-439.65787,-489.06918,-471.13422,-456.91287,-504.90393,-470.48584,-528.4177,-527.4246,-580.19006,-505.73254,-514.9904,-531.40424
134,-353.31003,-393.23077,-377.97314,-365.17566,-432.85583,-449.92178,-443.5221,-439.74643,-516.0464,-473.9034,-434.60278,-430.68597,-487.03326,-366.99728,-387.96704,-397.0204,-431.00717,-416.0403,-423.24078,-432.51337,-394.73428,-492.57855,-452.90408,-418.36307,-425.9077,-488.623,-475.49405,-404.3922,-466.39362,-506.63425,-461.15714,-479.71268,-512.05774,-517.1804,-574.17975,-556.12476,-551.3359,-623.42096,-571.1668
135,-399.98325,-372.9311,-433.92456,-466.91058,-438.35977,-466.31183,-505.12857,-516.4743,-529.02954,-507.0443,-485.2074,-459.91144,-565.9381,-352.6398,-348.4344,-368.521,-407.3598,-432.18353,-410.4901,-359.46054,-418.94366,-434.55588,-480.3397,-507.26883,-397.84216,-484.97623,-469.89725,-477.8001,-460.53372,-503.9863,-438.84595,-517.0729,-530.8119,-523.50183,-555.0749,-587.34784,-615.1696,-562.9419,-523.6195
136,-383.87927,-334.39453,-415.01968,-446.1847,-444.34634,-425.89557,-443.12778,-470.97928,-479.74716,-494.8084,-452.05066,-425.07385,-472.30313,-389.90305,-322.69943,-393.03668,-414.91003,-381.47083,-394.71198,-503.996,-452.01688,-474.98438,-432.2993,-482.43784,-441.11533,-500.6649,-458.21353,-465.0993,-532.98425,-518.30316,-539.3593,-499.60602,-515.92,-498.84424,-523.26324,-597.56335,-507.61603,-599.6079,-541.8498
137,-371.98016,-438.9909,-441.03638,-380.01395,-456.50183,-458.26355,-455.88156,-522.4797,-522.6279,-481.82184,-491.71298,-506.8952,-475.722,-371.94354,-322.83087,-391.148,-441.86462,-390.57358,-446.93915,-450.78955,-377.34943,-420.92606,-461.23074,-505.07492,-467.77966,-501.51276,-462.68832,-433.2611,-396.72757,-477.59412,-459.8086,-567.0951,-552.28534,-504.7595,-530.88947,-526.4124,-496.08136,-525.7852,-531.9368
138,-352.60675,-394.9155,-421.72867,-410.1789,-460.46832,-455.66977,-469.58173,-526.2178,-442.4233,-465.37155,-513.6476,-469.3763,-508.4623,-380.21542,-334.37692,-381.17212,-367.57855,-435.6781,-415.48993,-455.07178,-406.59528,-433.0101,-427.63034,-397.25256,-439.2181,-441.90933,-505.26794,-469.71075,-461.46057,-483.6457,-489.58237,-494.40933,-472.81152,-507.56152,-513.60126,-523.893,-552.4042,-509.32556,-536.6403
139,-348.81586,-365.8719,-431.9971,-453.36557,-467.34738,-429.86914,-443.63016,-489.71265,-417.68295,-455.20593,-474.78934,-452.19754,-500.32095,-371.42917,-370.65747,-358.17935,-417.99692,-407.747,-428.70032,-430.11313,-409.8855,-458.4841,-454.59735,-446.11932,-483.0649,-478.2625,-444.6491,-452.057,-431.01794,-520.6318,-481.936,-509.0996,-474.0609,-489.83395,-509.45312,-533.54614,-577.76337,-560.946,-510.4402
140,-352.27213,-362.3266,-417.94562,-451.9442,-445.69064,-411.6657,-456.24112,-439.0825,-476.47192,-549.055,-569.64355,-516.45355,-484.59927,-377.71475,-351.9139,-366.18362,-361.7545,-396.25366,-432.65594,-401.671,-423.4591,-458.80612,-481.84827,-436.19534,-398.75677,-458.42462,-478.98083,-440.8766,-475.50928,-506.65082,-487.2409,-559.3718,-514.8581,-493.40585,-527.2817,-616.77325,-512.35565,-471.59424,-522.8242
141,-348.64542,-457.04428,-435.58154,-441.06113,-406.8467,-417.9681,-465.89114,-511.99844,-458.67307,-456.62234,-547.3223,-461.88184,-491.19043,-378.9548,-377.09348,-348.90332,-438.92877,-361.3094,-423.2367,-436.13663,-397.8264,-477.02423,-446.935,-432.85605,-543.4754,-526.601,-499.9872,-407.43973,-453.35703,-435.22522,-502.25415,-511.49054,-552.1155,-509.6309,-536.9714,-537.3771,-576.0947,-522.34174,-596.7328
142,-392.42474,-327.0501,-403.42386,-435.7608,-428.29446,-463.57825,-462.92447,-442.6088,-460.70657,-462.88873,-542.1369,-419.4523,-494.75955,-368.79495,-385.59723,-374.2308,-350.4546,-455.5528,-430.90103,-448.5136,-442.551,-478.25916,-444.94684,-477.68738,-456.51675,-434.1719,-409.6005,-427.77402,-444.28583,-539.4593,-493.68973,-493.7576,-512.6685,-525.36145,-511.7073,-547.67993,-529.03467,-498.8479,-643.6142
143,-366.52744,-438.57547,-388.02792,-490.16348,-405.8338,-474.53625,-468.92383,-463.30258,-472.83633,-525.879,-467.4868,-470.86108,-493.02765,-388.275,-295.97803,-418.88608,-334.1357,-389.79947,-437.55054,-390.92145,-435.43927,-491.98495,-500.8055,-463.78058,-519.06335,-465.55743,-489.61084,-459.37204,-453.93115,-426.7135,-508.85544,-472.9291,-488.09625,-509.6799,-515.4325,-540.3128,-487.5703,-510.67154,-544.2344
144,-347.0481,-422.03693,-395.64304,-439.001,-458.53043,-476.97568,-469.18695,-447.3665,-508.9575,-488.46808,-494.67502,-542.41895,-503.1746,-364.17963,-382.5738,-369.8941,-383.48877,-396.15622,-456.6536,-464.7957,-444.62402,-421.31534,-447.71194,-458.70105,-462.93277,-454.9391,-476.54547,-397.7102,-492.04767,-451.9552,-461.62735,-481.83917,-544.6952,-520.20184,-573.9394,-545.81476,-579.68695,-594.0517,-554.9519
145,-368.6645,-350.91797,-407.09714,-390.14645,-448.4462,-445.34906,-463.36737,-508.56445,-465.82565,-466.83298,-472.1148,-480.00183,-548.5346,-384.23108,-376.86343,-413.06335,-345.94827,-399.3098,-438.371,-409.75946,-403.98566,-477.9712,-472.93747,-458.34958,-414.91013,-427.55402,-462.7222,-429.61023,-436.54803,-439.52957,-483.32465,-472.72223,-474.65863,-533.5043,-505.6892,-543.56274,-588.24664,-526.9087,-578.3635
146,-354.4185,-388.96747,-422.60583,-444.6017,-459.66238,-427.09967,-452.68326,-480.1038,-465.31235,-497.53406,-551.3113,-422.7412,-511.77042,-378.94257,-348.27646,-392.28024,-435.06158,-341.67776,-398.67624,-474.74918,-384.6729,-476.27094,-428.2849,-403.33664,-461.27066,-480.0669,-418.82266,-404.63522,-485.5884,-542.75543,-541.0628,-488.68234,-537.145,-511.62683,-552.1878,-540.22815,-587.29407,-492.61526,-523.9535
147,-335.53757,-362.96265,-433.5284,-344.93726,-435.47314,-424.01965,-441.87668,-492.17532,-514.5668,-476.1481,-501.2409,-471.96695,-523.7376,-343.5415,-334.09637,-363.1309,-405.81702,-373.87354,-426.39365,-431.50943,-411.06268,-449.40314,-440.89594,-445.02463,-462.32294,-464.2606,-541.76746,-426.38882,-472.773,-470.5861,-497.79156,-525.63354,-459.96802,-503.75098,-515.5969,-556.0459,-502.92993,-528.5002,-577.77826
148,-374.48438,-406.951,-404.55484,-460.19226,-414.7323,-414.42886,-471.43857,-484.2355,-483.79105,-468.61737,-505.9358,-464.7613,-556.6378,-385.5679,-391.73148,-387.6419,-379.32828,-393.07944,-463.9927,-403.55276,-416.82077,-440.46826,-438.32843,-492.6187,-581.45703,-429.72873,-457.04916,-451.3793,-494.089,-388.31683,-458.86227,-544.1308,-501.96872,-515.7486,-549.40173,-515.50195,-505.0382,-530.3786,-501.43906
149,-367.8825,-357.69696,-403.31342,-475.42963,-443.73856,-455.26727,-440.62863,-457.00623,-510.65088,-475.62552,-550.0387,-463.75317,-519.109,-401.41742,-366.71057,-338.68384,-381.80875,-433.71527,-409.24252,-390.51517,-440.8167,-454.67795,-436.97632,-453.68665,-463.04715,-426.47403,-477.34134,-393.72314,-462.33087,-489.51514,-478.42688,-486.2915,-497.52863,-501.8454,-552.85095,-526.93463,-562.1454,-500.03714,-533.98004
150,-405.7274,-425.67566,-449.73267,-458.7074,-447.9235,-424.0854,-468.56183,-419.53687,-537.2419,-452.57874,-474.0485,-450.17294,-495.61603,-392.06186,-336.02625,-360.9526,-357.53946,-387.79556,-418.78226,-394.0659,-439.72726,-454.2724,-417.85657,-525.10736,-429.94653,-460.89554,-472.85034,-412.90042,-454.68704,-452.35556,-489.10965,-515.3967,-513.63965,-533.2935,-580.4677,-586.5641,-566.82825,-573.4958,-569.1197
151,-390.07248,-374.17023,-412.46155,-498.6026,-469.3955,-472.66025,-457.19113,-494.01404,-470.93637,-519.2767,-479.1584,-449.0363,-549.3617,-364.05823,-348.5824,-372.13303,-438.4546,-398.81863,-442.11313,-418.29834,-434.38068,-399.4926,-444.81363,-422.84082,-514.074,-420.87793,-526.4509,-555.23914,-476.24728,-474.6307,-453.23053,-513.77576,-519.6546,-502.66406,-550.0603,-552.0886,-607.7737,-522.6253,-564.86163
152,-362.7133,-318.1066,-414.68033,-425.43073,-425.3467,-446.8373,-442.1147,-410.75308,-497.1983,-484.3876,-477.53186,-488.85217,-519.46,-406.89124,-312.60794,-413.41644,-374.61313,-376.10043,-428.4494,-433.1703,-399.96704,-438.87637,-432.1072,-549.4325,-426.91028,-449.01913,-374.7699,-521.3227,-489.02335,-419.93387,-483.58102,-509.42462,-494.92,-522.1217,-545.2049,-594.08606,-486.5009,-509.41672,-602.2724
153,-320.89517,-395.82727,-425.16483,-370.90863,-420.08258,-430.25613,-450.82504,-477.6041,-489.5882,-518.336,-466.7162,-466.62946,-481.41553,-375.06555,-358.93503,-363.8291,-426.34,-373.2764,-408.42072,-458.45117,-429.86002,-458.37888,-433.59174,-434.1141,-455.99588,-442.532,-565.93567,-405.51917,-512.9778,-404.62384,-457.99707,-464.25266,-466.523,-510.9426,-514.02454,-556.75055,-590.78906,-532.99634,-604.82385
154,-426.37463,-371.7874,-438.87024,-421.71487,-409.67996,-484.92715,-459.12405,-459.64557,-553.85425,-465.64532,-470.4132,-455.3256,-541.72144,-400.05634,-351.4516,-342.23633,-377.61188,-405.70346,-445.44705,-393.41,-455.31354,-422.63358,-509.53418,-456.24207,-442.58316,-408.1772,-522.08545,-440.42963,-511.6257,-480.9704,-465.35034,-473.74612,-534.2779,-519.6968,-557.02875,-549.6126,-509.0469,-500.44266,-525.6977
155,-428.26358,-352.9472,-408.5695,-436.30975,-454.37433,-465.60297,-447.30893,-466.02374,-494.9261,-441.60324,-478.49948,-471.09958,-530.90424,-389.67706,-332.43893,-397.97363,-391.6025,-403.9199,-413.5003,-387.54694,-418.94427,-420.47165,-441.91507,-396.46002,-478.81644,-495.9947,-430.67496,-414.00024,-454.47357,-496.3565,-494.9621,-495.6376,-546.76556,-538.5338,-531.8566,-550.9935,-564.31226,-491.74664,-578.4806
156,-390.3443,-348.62772,-387.97147,-420.90436,-419.89255,-388.1489,-437.98315,-525.67865,-537.2298,-481.06635,-444.90036,-438.00528,-465.37793,-368.08124,-355.05194,-378.63614,-381.47482,-397.22128,-409.73154,-451.42078,-420.32764,-446.88004,-436.08777,-481.13058,-445.9291,-461.0003,-477.9568,-494.9497,-465.3061,-448.05606,-486.38318,-556.3226,-457.2967,-505.43933,-564.8171,-546.37354,-571.2975,-534.3313,-539.99646
157,-380.87277,-317.4159,-419.82434,-411.90186,-459.1012,-512.80457,-433.79514,-433.28702,-444.3096,-497.9637,-450.43472,-434.81393,-503.652,-318.88287,-355.73907,-401.50098,-368.2072,-407.6127,-439.02966,-419.82968,-438.11658,-451.92322,-485.27197,-404.53387,-488.34262,-440.42792,-447.97958,-426.00616,-438.2431,-504.66235,-478.10776,-528.37866,-479.73886,-505.18875,-589.92725,-552.4318,-501.88232,-507.1846,-587.72485
158,-376.9933,-442.95703,-412.56042,-364.8599,-435.22128,-463.54547,-430.15408,-436.40472,-489.1441,-475.571,-436.52838,-511.20325,-501.9098,-403.13647,-314.49884,-397.57733,-422.7978,-389.59097,-429.67343,-431.36542,-490.53168,-420.38263,-444.92862,-426.23932,-473.33688,-430.83466,-466.81558,-372.39175,-466.35812,-416.04544,-511.8296,-550.4375,-495.6679,-487.45422,-576.6816,-544.1966,-553.0747,-589.72375,-537.59686
159,-421.2677,-362.08963,-432.22238,-435.7804,-482.84543,-435.33038,-473.6304,-465.77185,-540.8929,-496.65286,-482.9212,-497.64972,-496.87692,-393.83932,-303.19223,-350.46094,-348.9586,-412.94446,-413.5184,-434.943,-404.4726,-479.17377,-420.0524,-540.8638,-428.77408,-479.14938,-475.20554,-465.91135,-504.4212,-505.474,-508.19498,-521.7663,-548.1907,-524.80115,-547.6969,-572.22925,-624.956,-554.26953,-544.9095
160,-342.06592,-355.6691,-387.72806,-378.45654,-468.10117,-437.38394,-467.34268,-455.15884,-470.0421,-509.02368,-531.323,-449.89587,-463.4281,-425.94797,-368.8161,-366.78625,-403.76926,-406.2915,-389.78445,-411.86728,-408.02045,-411.46286,-417.59845,-508.99448,-418.89346,-431.1093,-505.3472,-417.8647,-421.84668,-468.60635,-503.413,-483.49625,-545.5878,-490.6496,-559.5528,-533.10736,-525.58484,-591.9712,-565.248
161,-340.97595,-361.46848,-396.96072,-430.5144,-478.70377,-476.44037,-483.61093,-426.27106,-459.19827,-496.21152,-458.6139,-509.44012,-452.0982,-382.44138,-344.90482,-364.10358,-346.61438,-441.08942,-420.50067,-405.09598,-388.40543,-437.18594,-422.81638,-467.01462,-461.08926,-464.01093,-475.78806,-422.50818,-487.13123,-472.8104,-492.4011,-447.508,-520.809,-476.53214,-562.03534,-529.25885,-502.04926,-550.30914,-538.98145
162,-303.61142,-332.95667,-414.2588,-436.16907,-421.0828,-481.39868,-443.6682,-468.00638,-504.51678,-468.13153,-538.9192,-565.9904,-438.61163,-382.91623,-350.6288,-375.28622,-326.35843,-424.5755,-438.56836,-429.9054,-413.66238,-484.03827,-408.6526,-483.47858,-452.626,-477.25006,-484.6213,-454.25403,-493.1662,-496.20163,-475.1361,-517.7474,-486.55676,-485.95184,-519.28186,-517.546,-545.1375,-486.6407,-538.5155
163,-388.50888,-380.10565,-413.72018,-382.96487,-475.08066,-419.26462,-433.39026,-465.26767,-505.41122,-465.43744,-435.77048,-455.1334,-470.18375,-382.66257,-291.29016,-362.9138,-397.108,-372.25528,-450.37183,-434.89902,-367.70276,-435.8389,-445.83282,-538.6023,-453.8997,-465.04834,-503.83878,-468.08362,-502.3272,-449.92584,-471.57922,-457.75946,-497.0334,-499.68777,-554.1549,-648.13446,-587.3199,-503.3248,-490.2169
164,-319.95676,-349.77652,-397.7536,-414.61542,-414.4715,-446.44522,-447.06287,-422.24094,-464.03998,-473.8121,-474.69662,-499.52823,-484.66293,-371.657,-326.7426,-389.22772,-365.50934,-374.58743,-423.584,-440.1875,-483.2872,-437.98755,-473.55576,-447.29587,-438.53818,-468.06345,-513.40436,-387.32837,-502.51248,-409.21738,-492.85406,-517.97705,-497.79852,-495.41782,-522.7679,-510.34723,-566.84955,-571.4301,-523.01904
165,-432.43906,-397.57285,-402.6964,-431.80008,-445.97275,-472.60455,-433.81403,-430.3124,-514.126,-533.66327,-461.16074,-490.97824,-478.31613,-370.71567,-330.28967,-418.65366,-343.13974,-395.17776,-397.27594,-391.61768,-384.6972,-433.99414,-432.27252,-474.59332,-474.3395,-508.57083,-555.08954,-421.09036,-475.988,-450.69296,-502.68115,-507.58514,-538.39307,-546.3607,-525.3849,-515.3246,-518.41974,-498.4183,-505.16125
166,-357.00958,-358.2383,-419.44946,-437.699,-432.4179,-485.51004,-432.47336,-415.965,-445.7592,-549.9142,-505.81866,-462.03992,-548.539,-359.56335,-394.23056,-358.38013,-401.47113,-400.2836,-419.22577,-449.21844,-379.5497,-472.21323,-461.57224,-452.07156,-470.4829,-527.15314,-515.6827,-460.65927,-516.51117,-437.04602,-491.3332,-525.7776,-531.61725,-486.99554,-595.86163,-507.24814,-480.5758,-534.93964,-511.39014
167,-389.93405,-401.01575,-399.38013,-379.59952,-418.96536,-514.6029,-454.92773,-451.44394,-508.04678,-510.05518,-438.69534,-452.1768,-517.7064,-404.8118,-386.76193,-380.9958,-411.0016,-442.45447,-447.65033,-438.36612,-390.37628,-492.278,-435.8025,-508.48602,-409.1713,-481.5034,-499.8172,-483.07898,-486.5634,-405.19748,-491.84814,-499.75363,-517.9838,-534.87836,-516.3063,-521.13446,-559.3443,-541.03094,-602.05756
168,-356.8106,-331.85168,-404.50418,-420.7975,-420.0006,-502.9607,-470.4248,-466.7501,-522.0113,-499.37613,-459.41904,-490.89014,-489.073,-386.16162,-353.64105,-357.63577,-417.3111,-420.8903,-414.49194,-389.02908,-355.8848,-434.2071,-439.43875,-424.27435,-392.98328,-487.90457,-522.78674,-455.52914,-514.21533,-443.42053,-511.14197,-482.92776,-492.41522,-478.23077,-530.8662,-508.69736,-548.34393,-544.23126,-570.17535
169,-374.68845,-341.69357,-410.71216,-410.2028,-454.71454,-428.32507,-492.83188,-463.50558,-473.7622,-483.0884,-471.2391,-432.68094,-486.60382,-378.16425,-365.2252,-390.8393,-398.80975,-431.98953,-409.13922,-426.46185,-451.9859,-453.4371,-422.0885,-510.98376,-456.73383,-433.94897,-486.1003,-445.2337,-477.387,-488.76364,-496.5462,-534.4432,-530.032,-516.2257,-487.4917,-545.6594,-581.1267,-552.0738,-582.62036
170,-394.33768,-375.2772,-412.26465,-398.88568,-482.3379,-530.9103,-457.80548,-448.98297,-430.89355,-498.0091,-531.01483,-519.896,-471.6058,-368.84555,-389.0666,-410.20074,-358.2369,-381.118,-461.8777,-453.4168,-379.42563,-447.94165,-418.66357,-501.07147,-420.19455,-493.59436,-424.67126,-431.21448,-467.30063,-482.94565,-515.1802,-495.8285,-524.7608,-504.38705,-530.3966,-575.03546,-486.14716,-553.49896,-561.2176
171,-401.90314,-338.5328,-350.8514,-402.41373,-462.33875,-461.4134,-485.16003,-491.14468,-472.23718,-456.18787,-446.238,-518.8219,-512.53986,-355.08527,-344.99533,-381.95267,-397.22958,-373.51675,-457.10187,-455.86426,-460.63043,-441.35208,-529.59894,-441.7333,-482.47116,-472.05505,-475.5658,-479.43054,-435.0082,-451.08548,-517.08594,-538.2135,-474.34897,-482.0637,-541.7695,-506.97537,-534.5023,-524.8132,-577.2902
172,-398.14883,-346.89145,-438.35254,-433.2378,-419.76364,-444.20367,-487.40878,-466.44574,-466.3431,-511.71014,-481.874,-509.2853,-522.5294,-359.18082,-364.3731,-418.76416,-434.98984,-353.2963,-440.11438,-356.8627,-402.50064,-460.83694,-440.96356,-459.2576,-470.05048,-463.20825,-500.9725,-489.35403,-452.427,-417.7712,-541.267,-476.72827,-463.37582,-492.41568,-581.75824,-513.7761,-547.2346,-544.8595,-597.052
173,-395.7052,-381.6578,-370.16614,-465.3783,-465.01224,-409.11,-462.89252,-462.4446,-463.7013,-471.7218,-484.47498,-443.3118,-450.71857,-394.36966,-323.0446,-368.46463,-379.27383,-421.9228,-399.78302,-380.1488,-430.7054,-481.75534,-487.07315,-465.71506,-425.54773,-518.6849,-457.95645,-441.2086,-461.17535,-498.85437,-487.11646,-453.29144,-485.7989,-518.5223,-518.48285,-552.2443,-578.4943,-607.9731,-542.1264
174,-403.914,-411.20215,-396.09146,-448.10413,-407.3526,-469.05545,-461.0934,-438.7555,-466.54974,-481.81375,-527.47614,-498.75992,-526.2529,-390.20688,-354.7126,-353.18967,-387.4912,-393.78012,-390.39136,-468.3066,-421.4371,-486.33493,-470.98236,-454.52676,-447.75723,-490.03635,-477.89587,-495.827,-422.98108,-413.22372,-459.92288,-526.31946,-562.6075,-553.9023,-519.20764,-516.8374,-479.10275,-500.1694,-532.5462
175,-396.63193,-355.52994,-435.43222,-451.13834,-455.84485,-466.52002,-477.7506,-455.6014,-450.6081,-517.93335,-483.5425,-458.65192,-500.8717,-425.64557,-336.50583,-339.76248,-369.98306,-387.4426,-413.94034,-431.19272,-425.51358,-463.2704,-509.94577,-514.34106,-404.73688,-498.1851,-458.81943,-425.26236,-432.23676,-537.6581,-534.97125,-507.84396,-479.81323,-517.3147,-536.1639,-554.92535,-534.9115,-578.4722,-569.74347
176,-372.64264,-359.48343,-434.6139,-432.46365,-464.5258,-467.29233,-514.6718,-487.7602,-466.659,-565.0313,-449.13287,-512.7323,-513.7742,-386.3159,-343.0619,-398.04697,-386.28763,-430.9774,-412.95706,-488.01154,-414.54858,-470.11148,-445.05142,-491.1062,-495.9132,-488.22018,-486.0073,-491.54495,-425.8646,-483.3993,-460.935,-497.73282,-536.75073,-501.3652,-527.09784,-542.2378,-597.0188,-542.7833,-600.9207
177,-425.6109,-389.0156,-371.95297,-477.41696,-408.74557,-417.59528,-446.25186,-415.62183,-485.1749,-508.44852,-467.1581,-514.41565,-533.94867,-395.2278,-356.08557,-354.83536,-361.1339,-426.2805,-391.8358,-356.08163,-402.61237,-516.48065,-419.4805,-470.39038,-431.1174,-437.6203,-476.25525,-486.84097,-495.2419,-429.24194,-458.7001,-454.91315,-465.76245,-497.95853,-513.79675,-540.87427,-538.11176,-452.18933,-569.63367
178,-464.58286,-293.25845,-424.4551,-393.4892,-407.3333,-468.62512,-450.712,-525.2175,-469.7639,-515.91284,-485.24524,-442.7824,-451.44635,-323.5849,-325.03952,-371.90054,-427.44666,-381.54208,-420.2344,-422.18256,-465.71014,-462.522,-417.37357,-422.60605,-493.5535,-434.85953,-546.3183,-417.78647,-472.2229,-485.31024,-485.92838,-482.85107,-487.8359,-505.42194,-567.0212,-564.58057,-520.69684,-454.32236,-531.0317
179,-428.1834,-363.26923,-415.40326,-419.4334,-452.57523,-505.04358,-445.60434,-495.65042,-442.26144,-537.1973,-502.32373,-488.25342,-489.35052,-408.79352,-384.49863,-397.86957,-407.71732,-428.10812,-385.70776,-400.415,-439.03302,-483.60156,-416.0235,-544.6518,-439.1281,-448.58945,-411.0656,-511.75833,-439.71338,-394.76816,-480.98108,-515.063,-462.46246,-512.082,-597.54297,-534.0901,-623.52704,-584.7908,-545.55273
180,-442.63074,-386.70047,-412.65628,-441.41812,-434.7331,-415.60565,-480.60135,-485.74463,-587.5357,-442.99893,-508.80002,-504.28,-473.64355,-420.8548,-307.33728,-357.4276,-335.72662,-427.87402,-395.5105,-418.76926,-420.7934,-447.60922,-463.53995,-447.92566,-489.2931,-458.0169,-480.32495,-489.81775,-434.98892,-429.58527,-481.9601,-482.52768,-456.5396,-492.92883,-595.28784,-551.0321,-561.18005,-526.98663,-517.21625
181,-380.7102,-356.65314,-441.14908,-402.52686,-452.39777,-415.0816,-492.31137,-447.36713,-554.4513,-552.2156,-487.96127,-443.8773,-514.87213,-352.71954,-370.0168,-377.37894,-379.89093,-392.7004,-412.1039,-404.62698,-429.2073,-492.39096,-428.066,-494.26236,-483.72772,-455.09158,-511.07687,-452.0521,-493.15433,-400.74088,-474.93307,-564.5001,-522.0447,-548.9401,-509.062,-567.3488,-521.38184,-583.4605,-490.5008
182,-402.66217,-298.6018,-419.08353,-376.20743,-482.38565,-476.88217,-479.19672,-500.2856,-528.80115,-507.62418,-571.2017,-472.93814,-496.36578,-405.0772,-363.27863,-367.80286,-365.45853,-415.35217,-409.273,-382.80313,-447.25342,-443.2137,-486.6077,-542.87305,-446.69525,-469.29196,-450.076,-548.2331,-501.7712,-393.64108,-556.8752,-516.62396,-534.72864,-539.9367,-613.4237,-544.70593,-500.132,-589.7877,-577.27075
183,-361.702,-377.08435,-385.13873,-423.48795,-427.49536,-448.24503,-495.96054,-490.55737,-485.77267,-478.13156,-468.8445,-418.89432,-482.4515,-391.46017,-306.426,-397.8681,-406.04776,-351.1621,-406.63644,-439.45535,-386.05154,-416.64343,-429.90195,-482.10995,-437.09967,-457.53748,-449.76984,-450.05048,-455.8338,-428.11865,-535.98334,-486.56796,-569.157,-525.0539,-553.59216,-615.06775,-560.1425,-557.70135,-518.7964
184,-363.73325,-306.08536,-401.0206,-370.56592,-431.0176,-455.7915,-482.40466,-494.7052,-494.72617,-536.62524,-581.3275,-421.09973,-454.3008,-357.07153,-338.41266,-410.65112,-362.6444,-363.26004,-387.00296,-412.26468,-417.945,-470.68033,-441.88068,-471.66086,-434.15924,-481.26562,-476.34314,-426.921,-488.0116,-469.81427,-493.96954,-479.14365,-502.0405,-552.5393,-560.4383,-566.8519,-494.28232,-548.9806,-508.2148
